SBD,Toan,Van,Ly,Hoa,Sinh,KHTN,Su,Dia,GDCD,KHXH,Anh
52000476,7,6.75,,,,,5.75,7,9.25,,5.6
52000477,5.8,7.75,,,,,5.25,8,9.5,,6.8
52000478,6.6,7.5,,,,,6.5,7,8.5,,8.8
52000479,9,7,5.75,4,7.5,,,,,,8.6
52000480,6.6,7.25,,,,,7.25,5.75,9.25,,8.4
52000481,6.6,6.75,,,,,5.25,7.25,,,
52000482,6.8,7.25,,,,,5.25,7.25,8.75,,4.6
52000483,4.8,4,,,,,3.75,6.25,,,
52000484,7,7.75,,,,,4,6,8,,5.4
52000485,5.6,7.75,,,,,5,5.75,,,
52000486,7.2,5,,,,,6.5,8,8.75,,8.2
52000487,6.6,6,,,,,6,6,8,,8.8
52000488,8.2,7.41,,,,,4.5,6.75,9,,8.4
52000489,5.4,6.75,3,3.75,5,,,,,,4.6
52000490,6.6,6.25,,,,,6,7,8.5,,8
52000491,7.6,8.25,7.75,8.25,5.5,,,,,,7.2
52000492,7.4,7.75,,,,,5.5,8.5,9.75,,6.8
52000493,5.8,7.25,,,,,5,7.5,8.25,,5.4
52000494,4.6,4.75,,,,,3.5,6.75,,,
52000495,8.6,8.25,7.75,8.5,6.75,,,,,,8.8
52000496,5.4,7.5,,,,,5.25,7.25,9.25,,3.4
52000497,7,8,6,6,4.75,,,,,,5.2
52000498,6.2,6.5,,,,,6.25,7,,,
52000499,7.6,7.5,,,,,4.5,6.25,9,,9
52000500,7.8,6.25,5.5,7,5,,,,,,6.6
52000501,7,6.75,,,,,5,6.5,9.5,,8
52000502,7.4,7.75,,,,,5,7.25,9.5,,7.4
52000503,7.8,7.75,,,,,4.75,7.5,9,,7
52000504,7,8,,,,,3.25,8,,,
52000505,7.8,6,7,8,3.75,,,,,,6.4
52000506,8.2,8,,,,,4.25,8,7.25,,6.2
52000507,7,6.5,,,,,7,7.5,9.5,,8
52000508,8,6.25,6,7.25,4.5,,,,,,7.2
52000509,7.4,7,,,,,8.5,8.25,9,,8
52000510,6.8,8,,,,,5.25,7,9,,7
52000511,6.2,6.75,,,,,6,6,,,
52000512,7.2,7,7,7.5,6.5,,,,,,6.6
52000513,6.4,6.5,,,,,6.75,7,9.5,,3.6
52000514,7.4,6.5,,,,,6.75,7,9,,7.4
52000515,7,5.75,6.25,6.5,6.75,,,,,,4.8
52000516,5.6,5.5,5.5,5.5,4,,,,,,8.4
52000517,6.4,5.5,,,,,6.25,7.25,8.25,,7.6
52000518,4.6,6,,,,,3.25,5.5,6.5,,4.4
52000519,7.8,,7.25,8.25,4.75,,,,,,
52000520,7.6,6.5,7.5,6.5,5.25,,,,,,7.4
52000521,7,4.75,5.25,8,7.25,,,,,,7.2
52000522,6.8,6.5,,,,,6.25,6,,,
52000523,7.4,7.25,,,,,6.5,7.75,9,,7
52000524,7,6.75,,,,,4,6.5,7,,4
52000525,5.4,6.25,,,,,2.75,6,,,
52000526,7.6,7.5,,,,,7,8.75,9.25,,5.2
52000527,8.2,7,8.25,7.5,5.5,,,,,,7.6
52000528,6.2,7.25,,,,,3,6,8.25,,5.8
52000529,6.2,6.5,,,,,5.25,6.75,9.25,,3.8
52000530,7.8,6.75,6,5.75,4,,,,,,6
52000531,6.8,6.25,6,5.5,7,,,,,,8
52000532,6.4,8,5.5,6,4.75,,,,,,4.4
52000533,8.2,7.25,6.25,7.5,5.25,,,,,,7
52000534,5.8,7.5,6,6.5,5.5,,,,,,6.4
52000535,7.4,6.75,5.25,7,4.75,,,,,,5.6
52000536,5.2,3.75,,,,,6.75,6,,,
52000537,6.4,6.25,6.25,7.25,4.5,,,,,,5.8
52000538,6.6,6.5,,,,,6.5,6.5,7.5,,6.6
52000539,6.8,5.75,,,,,5,7,7.75,,8
52000540,8.2,7,5,6.25,5.25,,,,,,5.6
52000541,6.4,6.25,,,,,6,6.75,7.25,,4.2
52000542,5.6,7.5,6.25,5.25,5.75,,,,,,5.4
52000543,7.2,6.75,,,,,3.25,5.25,8.25,,7.6
52000544,7,6.5,,,,,6,6.25,9.5,,6
52000545,6.6,7.5,,,,,6,6.5,9.5,,4.4
52000546,8.4,9,6.75,7,6.75,,,,,,8
52000547,5.8,7.75,,,,,5.75,6.75,9.5,,9.2
52000548,8,7.5,6,6.75,5,,,,,,4.8
52000549,8,6.25,7,8,4.25,,,,,,6.4
52000550,6.2,7,,,,,5.25,6,8.75,,3.6
52000551,5.8,6.5,,,,,4,8,,,
52000552,7.8,5.5,6.25,7.75,5.5,,,,,,5.6
52000553,7.6,6.25,6.5,7.5,4,,,,,,4.2
52000554,3.4,4.5,,,,,2.75,5.5,,,
52000555,8.6,6,5.5,6.5,3.5,,,,,,2.6
52000556,4.8,5.25,,,,,3.5,5.5,,,
52000557,7.6,6.75,7.25,5.25,5,,,,,,7.4
52000558,7,5.75,4.25,4.75,3.25,,,,,,3.8
52000559,7.6,8.25,,,,,7.25,6.75,10,,8.4
52000560,7.4,7,7,7.25,4,,,,,,8.2
52000561,6.2,7.5,,,,,5.75,6,8.25,,6.8
52000562,9.2,6.25,8.25,8,7.75,,,,,,7.6
52000563,8.2,7,5,6,6.5,,,,,,9
52000564,6.6,7,5.25,5.25,4.25,,,,,,5.8
52000565,7.2,6.5,,,,,4.75,6.5,8.75,,7.8
52000566,8.2,8.5,6.75,5.75,6.5,,,,,,9.4
52000567,6.8,7.25,,,,,5.5,8.5,10,,8.8
52000568,6.6,6.75,,,,,3.25,7.25,9.5,,4.6
52000569,4.8,6.25,,,,,4.5,6.25,,,
52000570,8.2,6.5,3,6.25,5.75,,,,,,7.8
52000571,6.2,6.25,,,,,6.5,6.75,9.25,,7
52000572,6.4,7,6,8,5,,,,,,4.4
52000573,6.2,5.25,,,,,3.75,6.25,,,
52000574,7.4,7,5.75,6.75,3.75,,,,,,4.2
52000576,3.2,5.5,,,,,2.75,6.25,,,
52000577,6.8,5.75,4.75,4.75,4.25,,,,,,6.4
52000578,7.6,6.5,,,,,7.5,8.5,9.25,,8.6
52000579,7.2,5.75,5.5,6.25,5,,,,,,7
52000580,7.2,7.75,6.75,6.75,6.25,,,,,,7
52000581,7,6.5,,,,,4.75,6.75,8.75,,4.8
52000582,7.2,6.25,6.75,6.75,5.25,,,,,,7.2
52000583,7.8,6.75,7.25,7,5.25,,,,,,7.6
52000584,7,6,4.75,3.75,4.5,,,,,,8.8
52000585,8.8,5.41,5,8,8.5,,,,,,6.6
52000586,7,6.25,,,,,5.25,6.5,,,
52000587,6.6,7.5,,,,,6.75,7.5,,,
52000588,6.2,5.5,,,,,2.5,6.25,6.75,,5.6
52000589,5.8,6.75,,,,,5.5,6,7,,4.6
52000590,5.4,6,,,,,4.25,6,,,
52000591,7.2,,6.25,,,,,,,,7
52000592,7.4,5.75,6.25,5.5,5.75,,,,,,5.4
52000593,6.8,7.5,,,,,5.5,6.5,8.75,,5.4
52000594,6.4,5,,,,,4.5,6.5,,,
52000595,5.6,5.5,,,,,4,7,,,
52000596,7.2,7,5.25,7.5,5.25,,,,,,4.8
52000597,8,6.5,5.75,7,4.5,,,,,,5.8
52000598,5.6,6.5,,,,,4.5,8.25,,,
52000599,8,6.75,6.25,7.75,5.5,,,,,,5.8
52000600,6,5.75,,,,,5.75,7.25,8.25,,6.2
52000601,5.6,5,,,,,4.25,6.25,,,
52000602,5.8,6.75,5,6.5,3.75,,,,,,3.6
52000603,6.6,6,5.5,4.5,5.75,,,,,,6.6
52000604,6.8,7.5,,,,,5.5,8.25,9,,8.2
52000605,5,6.75,,,,,3.75,5.25,,,
52000606,8,7,6.5,6.25,5.75,,,,,,9.2
52000607,8,7,7.25,8.25,7,,,,,,9
52000608,6.2,6.75,,,,,4.75,6,8.25,,6
52000609,8,7.5,8.25,8,6.5,,,,,,7.8
52000610,5.8,6,5.75,7,5.5,,,,,,7.4
52000611,7.4,7.5,,,,,5.5,7.5,8.75,,8.4
52000612,7.4,5.5,6.25,7.75,4.5,,,,,,8.4
52000613,7.4,5.75,5.5,5.75,5.75,,,,,,8.6
52000614,7.4,7.75,7.25,7,5.25,,,,,,8.4
52000615,8.2,5.75,7,7.5,7.25,,,,,,8.4
52000616,6.8,6.25,,,,,6.5,7.5,8.75,,4.6
52000617,6.4,7.25,,,,,3.75,7,6.75,,7
52000618,7.4,7,,,,,5,7.75,9.75,,5.2
52000619,7.6,8.25,,,,,6.5,8.25,10,,8.8
52000620,7.2,7.25,5.25,6.25,3.5,,,,,,6.8
52000621,6.6,7.5,,,,,5.25,6.5,9,,5.4
52000622,6.6,7,,,,,3.75,8,9.5,,8
52000623,7.8,8.5,,,,,4.5,6.75,9,,6.8
52000624,8.4,8,,,,,7.5,8,9.75,,8.4
52000625,7.8,8,6.5,6,4,,,,,,6.4
52000626,7,7,5,7,4.75,,,,,,5.8
52000627,7,6.75,,,,,4.25,7,8.75,,6.2
52000628,6.2,6.41,,,,,4.75,6,7.75,,7.6
52000629,7.8,6.75,6.5,6.25,6,,,,,,9
52000630,7,6.5,5,4.5,4.25,,,,,,4.8
52000631,6.4,6.25,5.5,5,3.75,,,,,,5.4
52000632,7.2,7.5,,,,,5.5,7.5,9,,7.6
52000633,7.8,6,6.25,7.25,4.75,,,,,,5
52000634,5.2,6.5,5,5.75,4.75,,,,,,4.8
52000635,8.2,6.75,6.5,7,6,,,,,,7
52000636,7.6,7.75,6,6.25,5.5,,,,,,8
52000637,7.4,6.25,,,,,4.75,7.25,9.75,,7.6
52000638,5,6,,,,,6.75,6.25,9,,7.4
52000639,8,6.75,6,6.5,6,,,,,,7.2
52000640,7.2,6.75,6.25,5,5,,,,,,9.8
52000641,5.4,6.5,,,,,4.5,6,,,
52000642,7.6,5,,,,,5,7.75,,,
52000643,7.4,4.25,5.75,6.25,6.25,,,,,,6
52000644,6.8,7,,,,,6.25,7.5,8.25,,7.2
52000645,6.2,6.75,6.25,5.25,5.5,,,,,,8
52000646,8,6.1,6.25,7.75,6.75,,,,,,7.6
52000647,8.2,7,5.5,5,4.25,,,,,,9
52000648,6,7.75,4,4.5,6,,,,,,2.6
52000649,7.6,8,4.75,8.25,4.25,,,,,,6.6
52000650,7,6.5,7,6.5,4.5,,,,,,7.4
52000651,7.8,4.83,6.25,5,5.25,,,,,,9.6
52000652,6,4.75,,,,,6,6.75,,,
52000653,7.6,7.5,6,6.25,7.25,,,,,,6.2
52000654,7.6,6.75,,,,,5,6.25,7.75,,5.2
52000655,5.8,7.25,,,,,4.25,5.25,7.25,,4.4
52000656,6.2,5.5,,,,,5.75,7,,,
52000657,5.4,4,,,,,3.5,6.25,6.75,,3.2
52000658,7.6,7.25,6,6.25,5.5,,,,,,7.2
52000659,6,6.25,,,,,5.25,6.5,,,
52000660,8,7.5,,,,,5.75,8,8.25,,7
52000661,8,7.5,,,,,6.5,8.75,9.5,,6.8
52000662,8.4,7.5,,,,,7.25,8,10,,8.6
52000663,4.6,6.41,,,,,4,5,8.75,,6.2
52000665,6.2,4.75,,,,,3.75,7.25,7.75,,4.4
52000666,6.8,,6.5,7.25,,,,,,,
52000667,5,6,,,,,3.25,6,7.75,,5.8
52000668,7,6,,,,,5.75,6.5,9.25,,5.8
52000669,8.8,7.5,,,,,2.75,6.75,8,,8.6
52000670,7.8,7,5.75,6.5,4.5,,,,,,6
52000671,7.2,6.5,4.5,7,3.5,,,,,,6.2
52000672,7.4,6,6.75,6.5,5.5,,,,,,6.8
52000673,8.2,8,8,7.25,7,,,,,,8.4
52000674,7,6.5,,,,,5,7.25,8.25,,5.2
52000675,6.4,6.5,,,,,3.5,7,,,
52000676,5.6,6,,,,,2,6.5,,,
52000677,7.6,7.25,7.25,5.75,5.75,,,,,,8.4
52000678,7.8,7.75,,,,,5,7,9.25,,5.6
52000679,7.2,7.25,,,,,5.25,5.5,8.25,,4.4
52000680,7.6,7.5,7,6.5,5.25,,,,,,6
52000681,6.8,6.5,,,,,4.75,7.25,8.5,,7.6
52000682,6.8,7.5,4.75,5,8,,,,,,8.2
52000683,7.4,7.5,,,,,,,,,9.6
52000685,6.4,7,,,,,3.75,6,8.5,,5.2
52000686,7.4,6.5,,,,,6,7,8,,8.6
52000687,8.2,5.5,,,,,6.5,7,9.25,,8.2
52000688,5.2,5,,,,,4.5,7.75,8.5,,4.6
52000689,8,5.75,4.5,6,5.25,,,,,,9.4
52000690,8.6,6.5,6.5,7.5,6.5,,,,,,6.4
52000691,4.6,5.25,,,,,5,7,,,
52000692,7.4,6.5,6.25,5,5,,,,,,6.2
52000693,8,7,4.5,7.75,4.75,,,,,,4
52000694,7.6,7.5,6.75,5.5,4.5,,,,,,7.8
52000695,7,5.5,,,,,4,6,8.5,,7.8
52000696,6.6,6.75,5.75,7,5,,,,,,7.6
52000697,5.4,5,,,,,3.25,6.25,,,
52000698,5.4,5.5,,,,,2.75,6.25,,,
52000699,6,7.75,,,,,5,6.75,8,,4.6
52000700,7.2,6.75,7.25,4.25,4.5,,,,,,7.2
52000701,8,7.75,5.25,7.25,6.5,,,,,,6
52000702,5,7.25,,,,,2.5,6.25,,,
52000703,7.2,8,,,,,5.75,7,9.5,,8.2
52000704,7.4,8.75,,,,,6,9,9.75,,9
52000705,7,7.5,,,,,6.75,6.25,9.75,,5.6
52000706,4.8,7,,,,,4.75,5.75,7.25,,3
52000707,7.4,6,6,6.25,5.75,,,,,,4.6
52000708,7,6,,,,,4.5,7.25,,,
52000709,5.8,5.75,5.5,4.75,4,,,,,,5.8
52000710,7.4,7.75,,,,,3.75,5.75,7.25,,4.6
52000711,6,6.75,,,,,6.5,7,8.5,,9.6
52000713,7.6,7.25,6.75,7.5,5.25,,,,,,7.6
52000714,5.4,6.5,5.25,5,4,,,,,,5.2
52000715,6.4,6.75,,,,,6,7.25,,,
52000716,5.6,6.75,,,,,4.5,6.5,8,,3.2
52000717,5.8,7.25,,,,,3.25,6.75,,,
52000718,6.2,8.25,,,,,4,9,9,,9.2
52000719,7.8,6.25,,,,,2.75,3.75,6.25,,5.6
52000720,7.6,8.25,6.75,6.5,6.25,,,,,,6.8
52000721,5.2,8,,,,,3.5,6.5,9.25,,7.2
52000722,8,7.5,,,,,7.5,7.75,9.75,,5.8
52000723,8.2,7,6.75,5.25,4,,,,,,8.2
52000724,7,6,,,,,6.5,8,,,
52000725,8.8,7,6.75,6,4.25,,,,,,5.6
52000726,7.8,7.75,,,,,7.5,7.75,9.75,,8.8
52000727,7.8,,,6.25,6.75,,,,,,
52000728,8.2,6.25,,,,,6.25,6.75,9.75,,9.4
52000729,6,6.5,4.25,6,3.75,,,,,,6.8
52000730,6.6,6.25,,,,,7.5,6.75,9.5,,8
52000731,7.8,6.5,9,8,5.75,,,,,,8.4
52000732,6.2,7,,,,,5,6.75,,,
52000734,8,7.5,5.5,6.75,4.75,,,,,,5
52000735,7.2,6.25,,,,,5.75,7.75,9,,4.2
52000736,6.4,6.5,,,,,6.5,6.75,8.25,,8.4
52000737,6.8,6.75,5.5,6.25,5.5,,,,,,7
52000738,6,5.75,,,,,5,7.5,7.75,,6
52000739,6.2,6.25,,,,,3,7.5,7.75,,4
52000740,7.6,7.5,,,,,5.25,8.25,9,,8.8
52000741,8.2,6.5,7,8,6,,,,,,8.8
52000742,7.2,7,6.5,6,4,,,,,,6.6
52000743,7.2,6.25,5.25,5.75,4.75,,,,,,7
52000744,7.8,8.5,5.25,4,5,,,,,,8.6
52000745,7,6.5,5,7,5,,,,,,8.6
52000746,4.2,2.75,,,,,3.5,5.75,,,
52000747,8,8.5,,,,,7.25,8.75,9.5,,8.4
52000748,7.4,7.75,6.25,7,4.75,,,,,,7
52000749,6.6,8.5,,,,,9,8.5,8.5,,9.8
52000750,7.2,6.25,,,,,7.25,8,9.5,,9.4
52000751,7.6,6,5.25,7.5,5.5,,,,,,7
52000752,6.6,7.25,4.75,6,6,,,,,,5.2
52000753,8.4,6.75,5.5,7.25,5.75,,,,,,8.2
52000754,5.8,8.25,4,6.75,4.75,,,,,,6.6
52000755,6,6.5,,,,,4.5,6.75,8.25,,5.8
52000756,8.4,6.75,,,,,6.75,7.25,,,
52000757,6.4,6.25,6,4.5,4.25,,,,,,5.6
52000758,8,5.75,5.75,6,6,,,,,,9.4
52000759,4.4,6,,,,,4,6.5,8.75,,5.4
52000760,7.2,6,6.75,7.25,5.75,,,,,,4.4
52000761,7.4,7.75,6,7.25,5.25,,,,,,5.6
52000762,7.2,5.25,6.5,6.25,5.5,,,,,,7
52000763,7.4,6.75,,,,,4,8.25,,,
52000764,7,8,5,5,4.75,,,,,,7.6
52000765,6.6,6.5,,,,,4.25,7.75,,,
52000766,7.6,7,,,,,3.25,6,9.25,,6
52000767,4.4,2.75,,,,,2.25,6,,,
52000768,7.6,6,6.25,6,5.25,,,,,,7.4
52000769,6,5.5,,,,,3.75,6.75,,,
52000770,4.6,8,,,,,4.75,6.75,,,
52000771,5,5.5,,,,,6.5,7,,,
52000772,7.6,7.5,6.75,7.5,4.75,,,,,,7.8
52000773,7.4,7.75,6,4.75,5.25,,,,,,8
52000774,6.4,6.75,,,,,4,6,9.5,,3.6
52000775,6.6,6.25,,,,,3,7,9,,4.8
52000776,6.2,8,,,,,4.5,7.25,9.25,,8.2
52000777,6.8,6.5,,,,,4,6.25,9,,4
52000778,7.6,8,7.25,8,5.25,,,,,,5.4
52000779,8.2,8.75,,,,,7.25,7.75,10,,9.4
52000780,7.6,7.5,,,,,6.25,7.5,9.25,,6.8
52000781,7,7,5.5,6.75,5,,,,,,6.8
52000782,6.8,7,,,,,4.75,5.75,7.25,,6.2
52000783,8.4,7,7.25,7.75,5.5,,,,,,4.6
52000784,7,5.75,6.5,6.5,5,,,,,,5.2
52000785,7,4.5,,,,,2.5,6,,,
52000786,6.8,6,6.25,6.75,5.5,,,,,,9.8
52000787,5.6,7.5,,,,,5,6,7.5,,4.4
52000788,4.2,6.75,,,,,4.5,7.5,8.75,,3.2
52000789,7.4,7.25,4.75,6.25,3.75,,,,,,7.4
52000790,5.6,7,4.75,5.5,5.75,,,,,,5.8
52000791,7,8.5,,,,,7.5,8,9,,6
52000792,8,7.25,,,,,6.75,7,9.75,,8.8
52000793,8.2,6.5,6.5,7.5,6.25,,,,,,8
52000794,6.6,8,,,,,7.25,7.75,9.25,,5.6
52000795,7.4,5.75,,,,,5.25,7,9,,9.6
52000796,5.2,7.75,,,,,7.25,7.25,8,,4.6
52000797,6.2,7.75,,,,,5.75,7.25,9,,8
52000798,7,8,,,,,5,6.5,8.75,,7.6
52000799,7.6,7,6,8.25,6,,,,,,6.2
52000800,8.2,7.75,6,7.25,4.25,,,,,,6.8
52000801,6.6,7.25,,,,,5,7,8,,6.6
52000802,4.2,7.5,,,,,3.5,6.25,7.5,,6.2
52000803,5.8,6.25,,,,,2.5,7.75,,,
52000804,4,5.5,,,,,2.75,6.5,,,
52000805,6.4,3,,,,,2.75,7.5,,,
52000806,7.6,6.5,7.25,7,4,,,,,,9
52000807,6.4,6.5,5.75,5.5,5.5,,,,,,5.2
52000808,7,7.5,,,,,5.75,7,9.25,,6.2
52000809,7.4,6.5,6,6.5,4.75,,,,,,7.2
52000810,8,7,7,5,5,,,,,,9.2
52000811,7.2,7.25,,,,,3.75,8,,,
52000812,5.8,7.5,,,,,3,6.25,7.75,,4.4
52000813,6.8,7.75,5.25,7.25,4.75,,,,,,6.4
52000814,7,7.5,4.5,6.25,4.5,,,,,,7
52000815,7.2,8.25,,,,,4.75,7,9.25,,7.2
52000816,8,8,,,,,5,5.75,8.75,,5.8
52000817,7.6,7.75,6.5,8.25,8.25,,,,,,9
52000818,7.2,7.5,,,,,4,5.75,7.75,,4.2
52000819,5.6,4,,,,,3.25,4.75,,,
52000820,7.8,7,6.25,6,4.25,,,,,,8.2
52000821,8.2,8.5,,,,,7.75,8.75,10,,7.8
52000822,8.2,7.5,8,6.25,7.5,,,,,,
52000823,7.8,7.5,8,5.75,4.75,,,,,,9.2
52000824,7.8,6,6.5,7.75,4.75,,,,,,8.8
52000825,7,8.5,,,,,6.25,7.25,9,,8.6
52000826,7.6,7.5,6.5,8.25,6,,,,,,7.4
52000827,7.6,8.75,,,,,5,5.25,7.25,,8.4
52000828,6.2,6.5,,,,,3.25,6,9,,2.6
52000829,8,8,,,,,3,6.5,9.25,,8.4
52000830,8.6,6.5,7,4.75,6.25,,,,,,9.4
52000831,8.4,6.75,8.25,6.5,7,,,,,,9
52000832,8.2,7,6.5,8,4.5,,,,,,9.8
52000833,8.4,8,8,6.25,4.25,,,,,,8.8
52000834,7.6,8.25,8.25,8.5,7,,,,,,8.4
52000835,7.8,8.5,7,8.25,6.75,,,,,,9.8
52000836,8,8.5,,,,,6.5,8.25,9.25,,8.8
52000837,9.2,7.75,7.25,6.75,6,,,,,,10
52000838,7.8,7.75,6,7.25,5.25,,,,,,8.8
52000839,6.8,8,6,5.25,4.5,,,,,,9.2
52000840,8,8,4.5,8.25,6,,,,,,6
52000841,7.2,8.25,5.25,6.75,5.5,,,,,,7.4
52000842,7.2,7.75,,,,,4.5,7.5,9.75,,9.4
52000843,8.2,7.75,,,,,7.75,6.5,9.25,,7.2
52000844,9.2,7.25,9,9,7,,,,,,8.4
52000845,8.2,6.5,7.5,7.75,6.5,,,,,,9.6
52000846,9,8,8,8,7.75,,,,,,8.4
52000847,7.8,7.25,7.5,7,6.25,,,,,,8.8
52000848,7.8,8.25,,,,,5,6.75,9.75,,8.6
52000849,8.2,6.25,8,6.25,4.25,,,,,,8.8
52000850,8.2,6.5,7.25,7.25,6,,,,,,9.2
52000851,9.2,8.5,,,,,8,8.75,10,,10
52000852,8.6,7.75,7.5,8.75,8,,,,,,9.4
52000853,8,7.75,,,,,7.75,8.5,9,,7.8
52000854,8,8.25,,,,,5.25,6.5,9.5,,8.8
52000855,7,6.5,5.75,7.75,7,,,,,,8
52000856,7.6,7.5,,,,,7.75,7.5,8.25,,8.6
52000857,8,7.5,8.5,7,6.75,,,,,,9
52000858,8.2,6.75,8.5,8,7,,,,,,
52000859,7.8,6.75,7.5,6.25,4.5,,,,,,9
52000860,7.4,8.5,,,,,7.75,7.25,9,,8.8
52000861,6.6,7.75,5.25,6.75,6.5,,,,,,7.2
52000862,6.4,8.5,,,,,6.25,6.75,9.5,,9.2
52000863,8.6,8,7,7.5,7,,,,,,9.4
52000864,7.4,8.5,,,,,4.75,7,8.75,,8.2
52000865,9,7.5,8.25,9,7.5,,,,,,9
52000866,8,8.25,,,,,6,7,9.25,,9.4
52000867,6.6,6.5,,,,,4.5,6.25,8.75,,6.4
52000868,8,7.75,6.25,8.5,3.75,,,,,,9
52000869,7.8,7.5,4.75,8.25,5.5,,,,,,9.2
52000870,6.4,8.25,,,,,5.5,6.25,8.25,,8.8
52000871,7.8,7.75,7.75,6.75,6.25,,,,,,8.8
52000872,7,7.25,6.25,6,4.5,,,,,,8.8
52000873,8.2,7.75,7.25,8,7.5,,,,,,9.8
52000874,7.8,8.75,6.25,6.75,5.25,,,,,,9
52000875,7.2,7.25,6.75,7.75,5.5,,,,,,8.6
52000876,8.8,7.5,8.25,5.5,7.25,,,,,,9.6
52000877,7.8,7.25,7.5,8.25,5.75,,,,,,
52000878,8.2,5.5,6.75,7.75,6.25,,,,,,9.2
52000879,9.2,8.75,8.75,7.5,6.75,,,,,,9.8
52000880,7.8,8.25,,,,,5.5,6.25,9.5,,8
52000881,7.4,7.5,,,,,6.25,7,8.75,,9.6
52000882,7.6,7.75,8,7,6,,,,,,8.8
52000883,9,8.5,7.25,7.75,9.25,,,,,,8.8
52000884,8.4,7.75,6,7.25,5.75,,,,,,9.8
52000885,7.6,7,7.75,5.75,5.75,,,,,,9.4
52000886,8.2,7.25,5,8.25,5.75,,,,,,9.2
52000887,8.4,7.75,7.25,7.25,7.5,,,,,,10
52000888,8,7.75,6.75,7.75,6.5,,,,,,9
52000889,8.2,7,6.5,5.75,4.75,,,,,,
52000890,8.6,7,8.75,7.5,7,,,,,,10
52000891,8.4,8,7.5,9,6,,,,,,9.6
52000892,7.8,7.5,6.5,8.75,4.75,,,,,,7.2
52000893,8.6,7.75,7.5,7,6,,,,,,7.4
52000894,5.8,7.25,,,,,6.25,7.25,8.5,,7.8
52000895,8.8,6.75,8,7.25,5.25,,,,,,9.4
52000896,8,6.75,6.5,7.5,7,,,,,,8.2
52000897,8.2,7.75,7.5,9,8,,,,,,9.4
52000898,7.2,7,,,,,5.5,8.75,9.5,,9.2
52000899,8,6.5,8,6.25,4.5,,,,,,7.4
52000900,6.6,7.75,4.75,4.5,5.5,,,,,,9.8
52000901,7.8,6.25,7.5,7.5,6.25,,,,,,8
52000902,8.4,7.5,6.75,5.25,5.5,,,,,,9.2
52000903,8.8,6.75,8,7.75,7.5,,,,,,9.6
52000904,8,7,6.5,8.25,8,,,,,,9.4
52000905,8.4,8,8.5,6.75,6.75,,,,,,9
52000906,7.8,7,4,7.25,7.25,,,,,,8.4
52000907,8.6,4.75,5.25,6.75,5.25,,,,,,8.2
52000908,8,7.75,5.75,5.75,5,,,,,,9.4
52000909,7.8,7.25,7.75,5.75,5.25,,,,,,9.4
52000910,8.2,9,,,,,5.25,7.5,8.75,,9.2
52000911,8.4,8,8.25,7,6.75,,,,,,9.2
52000912,7.6,8.25,,,,,6.25,7.5,9.25,,9.2
52000913,7.2,6.75,,,,,8.25,8,9.5,,9.6
52000914,5.8,7.5,,,,,8.25,7.75,8.5,,7.2
52000915,9,7.75,8,7,5.5,,,,,,9.4
52000916,5,4.75,,,,,3.75,6.5,8,,5
52000917,8.4,7,7.75,8.5,5.75,,,,,,9.2
52000918,7.8,6.5,5.75,5.25,6.25,,,,,,8.2
52000919,8.2,8.25,,,,,7.5,8.75,9.75,,9.8
52000920,7.6,7.75,,,,,6,7,9.5,,9
52000921,7.8,8.5,4.5,7.75,5,,,,,,8
52000922,7.8,7.75,,,,,6.25,8.25,9.25,,6.6
52000923,8.2,7.5,8.25,7.5,6.25,,,,,,9.2
52000924,9,8.25,,,,,8.75,9,9.75,,9.6
52000925,8.2,7.75,7.25,7,5,,,,,,9.2
52000926,8.2,8.5,7.5,8.25,6.5,,,,,,9
52000927,8.4,7.75,,,,,7.75,7.75,9.5,,9.4
52000928,8.2,8,7.75,7.75,6.75,,,,,,9.4
52000929,8.4,5.75,6,6.5,4.5,,,,,,7.2
52000930,8.2,7.75,8.25,7.25,7,,,,,,
52000931,7.6,7.25,8.5,5.5,4.5,,,,,,9.4
52000932,8.2,7,7,6.25,5.75,,,,,,9.4
52000933,9,8.25,,,,,7.5,8,9.25,,9.8
52000934,7.8,8,,,,,6.5,7.25,8.5,,9
52000935,7.8,8.25,,,,,6,7.25,9.75,,9.2
52000936,6.8,8,,,,,5.5,7,8.5,,8.4
52000937,8.2,8,7.5,8,7.5,,,,,,6.4
52000938,8.2,7.5,,,,,7.5,6,8.75,,9.4
52000939,7.4,7.5,7.25,7.5,5,,,,,,8.8
52000940,8.4,7.75,,,,,8,8,9.5,,9.6
52000941,7.2,5.75,7.25,5.75,5.75,,,,,,9.6
52000942,9.2,7.75,6.75,8.25,4.25,,,,,,9
52000943,8.6,8.25,5.25,6.75,5.5,,,,,,8.8
52000944,8.2,8.25,,,,,6,7.25,8.5,,9
52000945,5.8,8.5,4.5,5.25,6.5,,,,,,9.2
52000946,7.6,6.5,6.25,3.75,5.25,,,,,,9.4
52000947,6,5.25,,,,,3,5.25,8.75,,7.2
52000948,8.6,6,7,4.75,4,,,,,,8.8
52000949,7.8,6,6,4.5,3.25,,,,,,9
52000950,9.2,6.5,8,6.5,4.5,,,,,,9.6
52000951,8,7.25,7,5,3.5,,,,,,8.6
52000952,3.8,6.25,,,,,4.25,7.75,7.75,,3.4
52000953,8.4,9,,,,,8.25,9.5,9.75,,9
52000954,7.8,8,8.5,7,6.75,,,,,,8.8
